canonical_run_id,dataset,seed,variant,source_provenance,result_path,result_sha256,task_matrix_sha256,class_order_sha256,hash_source,historical_manifest_source_matrix_sha256,source_matrix_identity_verified,matrix_hash_representation
anchor_only__ember__seed_49,ember,49,anchor_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_49/full-result.json,ce258e3abfd09deaabd9cd3af8a686c59f1cca9eea16abdeb89bb4e298a07a99,04efb97bf164626b5a871de1b6755d628b37b7287738dce91ccc8c567e56183b,450f7ff7a8054e186345d607cf7b32fa6a17c1c5fd2f6bec1e423815db44472b,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
anchor_only__ember__seed_50,ember,50,anchor_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_50/full-result.json,5bada853d24e5774291074bee4963a407e1c86588611703dfbbf3d17c74e33d4,98215a805c8c348836b578ae0e36194dd7a2540d8b7e6819c9a2ebd0e1ab3f08,f88acfbf1b48391853c7ae42e4242f40996c22b130dca35853d171999f13be7a,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
anchor_only__ember__seed_51,ember,51,anchor_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_51/full-result.json,e799ce76af266d48ee81eb7d42816637c714581306925985f6f3e0e6ae772041,04a10d2f860e5f0ac1a0672ecd63147a3c48b8c8888dbccf1ce746b68988c7db,de9520c2f308952cd35c2ee27b994acccf14e001313b8f4100840a430e02867f,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
U00281,ember,42,current_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,49a13c6480bda61ebe5f086329692318631fee8503e796eba67b90ccb75986ef,04b000b56a91f35b971f5297eaab4279245789dfee40b74a026b0381d5f11fe7,computed read-only during final-80 analysis,8a789a9174ba1a9d82332df30f3c21b28dcb7bbcc91e698cf7080b4dcf790566,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00304,ember,43,current_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,8ca9dd19d865ed877ee98f5c8a7b6cb7766a63e4945fb4f16bc0be563028fe9c,6ca5410628e21ac8e3044389e297b72219e8fed297430e6ac2e56bae667c66dd,computed read-only during final-80 analysis,e9e9a15bd27ca0a7caaa970a1217a6cbc8b8a319e57bb6782a012479558c9fba,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00084,ember,44,current_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,b4e0d36c8e05006d15176d2250e7d1b90899a0b89c79a819696a2942ba2058e8,52d1aff63ae9d3f1105baddd7d735ca2ee75bd11aa8297f6348366c50743cf52,computed read-only during final-80 analysis,f1286fa8d2641dc8830898576c67f74611356820f1abc96de0bf6dfd77bed314,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00120,ember,45,current_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,ca5fa8c46fa99fd401cbdc315882d0f8a1f4fc13c8affd6d6e897fb6ee2d86b1,de2da4d58ac700169dc38e3e96cd059be67d60420cf2f8e906c090d892a5a5a5,computed read-only during final-80 analysis,d6aa729aebf8da10714e24c01cc9d3898a3715c9c5737462e66e58da713a784a,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00035,ember,46,current_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,2658c5d21ecf6c9ae87bdb99c5d1837f647ec752e47e83ab7416f700a6dbc781,87932ff5a61dfdae297ca2244e2b5410ce62f883ac6eadf12ac4482b85046853,computed read-only during final-80 analysis,8e47402559a84d144405b4c07441f2963c9c7bbf0280e1b8a84a2b073a4f5fae,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
current_only__ember__seed_47,ember,47,current_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_47/full-result.json,5c86ea2109c0eb2afc204309a35f60467e583e46b94799b17abca998d8f3a8d4,3b316decc16d40d3ae136d295f8f947db242ad82661a4ca3b38d85fdfd75cde1,ebd0bcf46c4ac943715514fc03250c24f98f7a7629a4c947acd616c8b0931201,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
current_only__ember__seed_48,ember,48,current_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_48/full-result.json,384e99024866083194ab9ce5b24f17797b01365f94f0acb81a59ebe2f392f75e,39cc7cc3d55818dacf81c19a250eeaa45d08ddfe8948a6e9a35fd076db74c3ad,7763ffa2bfaf1043a54fc26decec235ea039a7236500f995b2786ae4f80a7aa5,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
current_only__ember__seed_49,ember,49,current_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_49/full-result.json,1629ed0804651e667755b921b8bb424d2a9d9e3f606b82750553d697d632b125,06d2e5498aeee776c21d5c9341f82d1cd9ea25adc071214d0fad3864015ed14e,450f7ff7a8054e186345d607cf7b32fa6a17c1c5fd2f6bec1e423815db44472b,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
current_only__ember__seed_50,ember,50,current_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_50/full-result.json,7ebedafdc1b918bc70acf16ae811bc5d9272babffdb7eb80cc05399e038c1a27,c88a8ecc6a7d7ccc49ce9a343525ea2f229957698930602f133f3f3949c8f4f4,f88acfbf1b48391853c7ae42e4242f40996c22b130dca35853d171999f13be7a,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
current_only__ember__seed_51,ember,51,current_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_51/full-result.json,268ba5965deca3b3f782b7fc284bf13dd9c36edce48bdee143323e5d040d0e61,78cd82539eee30d37f24862907dfb7f7e12c8f45aec57ee6e37b85ac7b1787e2,de9520c2f308952cd35c2ee27b994acccf14e001313b8f4100840a430e02867f,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
U00020,ember,42,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_42/full-result.json,16666bb9654878a6160edcfd1891dd7de83dec7ad917b8810882d44d0740ce03,fa00ad80382581b5e76e55ea21e34fd7b447fffef7fe75172326601813065d08,04b000b56a91f35b971f5297eaab4279245789dfee40b74a026b0381d5f11fe7,computed read-only during final-80 analysis,bebb5a2a8211ae76c2fcedc2c86098fbf6768e774c28393672b4f834d43f0240,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00207,ember,43,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_43/full-result.json,423652ebd5a1119e5fbab37e88b1edfc34f375907896579dd8995e540db13abe,513165bddd6022af7b3f22ab06bbf7680a376cbd019d97e265816e069889041b,6ca5410628e21ac8e3044389e297b72219e8fed297430e6ac2e56bae667c66dd,computed read-only during final-80 analysis,d5ea2ef43a130f1b7ad9a2780b92e94bb8a4abff72937d395ed9671095785284,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00318,ember,44,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_44/full-result.json,018672639db6f07999f6f275523688d48eb145a0d65e46341f837a6cf1938388,987446cba5a7ef34abeeeb1d67f54e38ff093b83dc533a469a61a286ab1cf68c,52d1aff63ae9d3f1105baddd7d735ca2ee75bd11aa8297f6348366c50743cf52,computed read-only during final-80 analysis,a64e28356a2e4436dcda94f841e69d8e1c2a21229bf90445875aa9c070f7ad99,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00282,ember,45,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_45/full-result.json,fbbd386d0b6b2fc1b9e495b47d2fb9d808267c2a67746f58944257ca435e524f,9f3d28d65a8e27c69df5978362446aa4de85c5c8f70d613adec2b5a504762ea8,de2da4d58ac700169dc38e3e96cd059be67d60420cf2f8e906c090d892a5a5a5,computed read-only during final-80 analysis,ada0074ada5545185b165722a338593de05b9d14966697f701f726824ac336e2,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00250,ember,46,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_46/full-result.json,9ea71a5d33b1e984a0bbbdcfd03b24b428cbbedaa381546ae4ac6fdab257558f,64d9e18be9118bd3765f354a0c80de59af5f04881fd8c599f711af401219c225,87932ff5a61dfdae297ca2244e2b5410ce62f883ac6eadf12ac4482b85046853,computed read-only during final-80 analysis,b27867ebb543e69c2f00185f3590aef82e2da7721a0ef188d7be1f99cf1eb0de,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00043,ember,47,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_47/full-result.json,8f8277db43fbb70d8b03b4bd2b847fbdffffd193a7b50964b30671b472174f48,0afb37f58da034662b9a3bcbcce08655e89276b3f6521c6532f81142b4ec056b,ebd0bcf46c4ac943715514fc03250c24f98f7a7629a4c947acd616c8b0931201,computed read-only during final-80 analysis,23f41405055e21a463843666836aa5037423030d8b5ee038c7365cc276bc681c,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00171,ember,48,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_48/full-result.json,9d6fedcfa7c2017da382169dd96b857146522b12cac59a3427f80527dff22acd,4bca432d42525c0d300d222f18397764000c5b74cc0ed629b10868dc5bca9a5d,7763ffa2bfaf1043a54fc26decec235ea039a7236500f995b2786ae4f80a7aa5,computed read-only during final-80 analysis,3525c537552fb6490a6f906e77b8b15b35d45202025851348c4b774f90fe8074,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00387,ember,49,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_49/full-result.json,f86fab224069096a88ffa50fc6b9361ea0ea5f2bf408826199d38df702301b2c,37804083f7be96ca0f2854981cbf941976b6f36965f02ed85b6f596a3ba16f1f,450f7ff7a8054e186345d607cf7b32fa6a17c1c5fd2f6bec1e423815db44472b,computed read-only during final-80 analysis,28ff7e0915ff299ba811b7229a25a0ab46981e26e140cfc246ef6e46ad8904c4,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00094,ember,50,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_50/full-result.json,e93ac1d65fdebbd055d469186c2de75aad8b7179d96501f8ae817aca30487e38,f364e95fade370404376f8c6cb8a7ae779be4e1d783eeffa5b92eb96b6673f3e,f88acfbf1b48391853c7ae42e4242f40996c22b130dca35853d171999f13be7a,computed read-only during final-80 analysis,3968d844e58cdfcaad4c309bcc85f6ccd88584dfa53d6cc72d8db432ea62227c,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00295,ember,51,full_hybrid,HISTORICAL_REUSED,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_51/full-result.json,9fcc4591fb22758d0622d3a8659c818e8dcad175b2a719b0c6427bab56825077,12578ac529e1cc5a3f184697ac98e38ce76f372f0ec3da21db98f8195f8bdca4,de9520c2f308952cd35c2ee27b994acccf14e001313b8f4100840a430e02867f,computed read-only during final-80 analysis,bb4638b858e593250afe29830ff00cecbf36dff0b60f2c9f1384d1a61d5ef53f,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00271,ember,42,generated_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,987e79a5bd13404bb4cac93d4a2d6399465727b57206d096335a4e7cb33cdc01,04b000b56a91f35b971f5297eaab4279245789dfee40b74a026b0381d5f11fe7,computed read-only during final-80 analysis,fc9bfaefe4bc7e584c40bbdf751d4e6323a7cd08ea2dd2aea42042081cfa7b6e,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00169,ember,43,generated_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,946d319331802c1fb775877ec19f8eafcf7e7ee930f939e155104c4c06bddd01,6ca5410628e21ac8e3044389e297b72219e8fed297430e6ac2e56bae667c66dd,computed read-only during final-80 analysis,08e1b99160e37b9a41e3758918f3ce9ec6d7ab4409cafab188ee5a9275c8ff79,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00124,ember,44,generated_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,b1b0e8afd3cd666f8fe60edd9539f3e28e48f6142142abb71207631537687de0,52d1aff63ae9d3f1105baddd7d735ca2ee75bd11aa8297f6348366c50743cf52,computed read-only during final-80 analysis,ded494a50b77bfca090930b6e2486ca9813f3ade5197221fa8825d49f92341a5,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00377,ember,45,generated_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,0e6c8d3ac222c0e8e3c676b40f074239adb26dae97a039737d736682c9cf9269,de2da4d58ac700169dc38e3e96cd059be67d60420cf2f8e906c090d892a5a5a5,computed read-only during final-80 analysis,26e0e2d2b8ee35969a36231a53a96e8e619d0ca8d74f3e51c13007bb10cbe6cc,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
U00184,ember,46,generated_only,HISTORICAL_REUSED,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,49008d4ecf927aab23f34380a631aa597338d1894dfc35a92dc89876660e31e7,87932ff5a61dfdae297ca2244e2b5410ce62f883ac6eadf12ac4482b85046853,computed read-only during final-80 analysis,0eb49970b0d5cca87a14d5dbeeaadf1adc33031d827543738039d659bf59265c,yes,source raw -1 future cells; canonical index hash uses harmonized null future cells
generated_only__ember__seed_47,ember,47,generated_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/ember/seed_47/full-result.json,9eee0eaa98566a2a71affa4d6703b6c467366a51272fbd58415d03fa3f7e7ffd,26df21d26ffd48fe144d76a0374f43b9d7c88ddf9529bf65e8d252213ed21fc7,ebd0bcf46c4ac943715514fc03250c24f98f7a7629a4c947acd616c8b0931201,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
generated_only__ember__seed_48,ember,48,generated_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/ember/seed_48/full-result.json,dfb22910555177dc3c54f285625790ae3e6c4d331afe2481df16cceff4e59447,283546b30169a34c8450d995f69a0f83abc98f0e3a709396be11051661b62a57,7763ffa2bfaf1043a54fc26decec235ea039a7236500f995b2786ae4f80a7aa5,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
generated_only__ember__seed_49,ember,49,generated_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/ember/seed_49/full-result.json,66fa488855e536109268acf444fb4ad92bf712150504427ac64a82dcf7edb5d2,4466b4fc70c405562e4779123ce38b10897760fa93b697599d5a64a49f890c9f,450f7ff7a8054e186345d607cf7b32fa6a17c1c5fd2f6bec1e423815db44472b,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
generated_only__ember__seed_50,ember,50,generated_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/ember/seed_50/full-result.json,48c1755596c3d3238870bfc00f97cd40c2a8416fb2da26a969ae56f30df67e45,2fdfdcda1491161abf5037d07a8402ae3b0428931a695521d3474885fe618945,f88acfbf1b48391853c7ae42e4242f40996c22b130dca35853d171999f13be7a,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
generated_only__ember__seed_51,ember,51,generated_only,NEW_STANDARD_A_T4,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/ember/seed_51/full-result.json,ab5f9332d6d5a01c811862d41b3d2a47f1fe17338134b744e4bfc094224f3e20,32a6b532cb0210dc274919e104952f62bdec94057d1f64d45ba40e087d27594a,de9520c2f308952cd35c2ee27b994acccf14e001313b8f4100840a430e02867f,computed read-only during final-80 analysis,,n/a_new_serialized,serialized canonical matrix
