canonical_run_id,dataset,seed,variant,K,source_provenance,fidelity,source_path,result_path,result_sha256,task_matrix_sha256,runner_family,environment,class_order_protocol,class_order_evidence
generated_only__az_class__seed_49,az_class,49,generated_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_49,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_49/full-result.json,6e86c730460b838fd754d1abfee74579bb869447029c5dabfe83223d6e0fbe3d,e19695358c3f2897cd7aea77de6c6688dc5b4a5a872e4e31c8b3cf1e38731de6,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
generated_only__az_class__seed_50,az_class,50,generated_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_50,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_50/full-result.json,75f582dea26a672e4d27cf4b5e7e9630c77d3e1adb447102505e549adf3a3471,3bd1f61a5ff41702aa00265a93610be4721e170bb1b07ff0f74fa1ba4f9f6e21,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
generated_only__az_class__seed_51,az_class,51,generated_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_51,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_51/full-result.json,3f886f226f3af208a392f4a2d741f5302e83e49928ee8176865b429abb18c1c5,5384b8c9e321ec50fef441780b9ef5d852cb4e9baf1ee8eca8b7fa950c303eeb,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_42,ember,42,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_42,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_42/full-result.json,dc7b99a159f8465ace2d66576545ae41cb24e05c627198d677145ea64484f0e2,839bcee23a098a2c8d3f290803963e1243b202ed5b57931f230e5ab5a5999a26,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_43,ember,43,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_43,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_43/full-result.json,79e85f830d81a6a3c61cb4c604e3d94efda87b7b5f05ca46082344e91d8fe33b,0fc9f3ecbe36b3efea1e732663496c3e625717a4b71195a5ebbcd5df439a0b23,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_44,ember,44,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_44,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_44/full-result.json,7433673842924e3aaf0c5c7c74431c26bef468fc2fbe113ffc48d7c527658b82,7978c5d61508f663ee8a07dbd123a3d9f5ac18063efa90ac21889c4898c3e446,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_45,ember,45,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_45,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_45/full-result.json,7ad8670335bffa48fdfc7a93fab16a799e4ef65c70ce40c9b0676e8bbea938a9,8362e0a2645ca490c8c6b36cb08add83514eab52e1a2cc2377a07b9e50bf7e89,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_46,ember,46,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_46,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_46/full-result.json,48670a1d37a92391bcc7f80c89647ea83eb7393e60da73e6627c421aec144ebe,1aeb11ac0d1b5e41f64d8c3e7a788201cb5338cfb0c9e03fbe7283496554271f,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_47,ember,47,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_47,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_47/full-result.json,feaee2c6b85298b1362c957827b98f58c31aba495e698e086efebaa7f7cc5aba,d3e4aed31617d1f3008ff78d41313dd20ff8c3386b912e9210dbd3c9d61708f1,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_48,ember,48,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_48,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_48/full-result.json,21f54d5fa5a3b8383e03ada72c6238163126a95f923a23d42affdb4ecd7e8e6b,07b1985eb2047a97021ca3e0b239e45629a0246be1770c045527c37823d7e605,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_49,ember,49,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_49,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_49/full-result.json,ce258e3abfd09deaabd9cd3af8a686c59f1cca9eea16abdeb89bb4e298a07a99,04efb97bf164626b5a871de1b6755d628b37b7287738dce91ccc8c567e56183b,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_50,ember,50,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_50,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_50/full-result.json,5bada853d24e5774291074bee4963a407e1c86588611703dfbbf3d17c74e33d4,98215a805c8c348836b578ae0e36194dd7a2540d8b7e6819c9a2ebd0e1ab3f08,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
anchor_only__ember__seed_51,ember,51,anchor_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_51,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/anchor_only/ember/seed_51/full-result.json,e799ce76af266d48ee81eb7d42816637c714581306925985f6f3e0e6ae772041,04a10d2f860e5f0ac1a0672ecd63147a3c48b8c8888dbccf1ce746b68988c7db,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
U00281,ember,42,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[0],result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,49a13c6480bda61ebe5f086329692318631fee8503e796eba67b90ccb75986ef,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00304,ember,43,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[1],result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,8ca9dd19d865ed877ee98f5c8a7b6cb7766a63e4945fb4f16bc0be563028fe9c,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00084,ember,44,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[2],result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,b4e0d36c8e05006d15176d2250e7d1b90899a0b89c79a819696a2942ba2058e8,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00120,ember,45,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[3],result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,ca5fa8c46fa99fd401cbdc315882d0f8a1f4fc13c8affd6d6e897fb6ee2d86b1,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00035,ember,46,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[4],result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json,3a423e3f6721b6a17ba3981fee94a3ebc10eba414279a05eab307e9f8d8d92b3,2658c5d21ecf6c9ae87bdb99c5d1837f647ec752e47e83ab7416f700a6dbc781,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
current_only__ember__seed_47,ember,47,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_47,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_47/full-result.json,5c86ea2109c0eb2afc204309a35f60467e583e46b94799b17abca998d8f3a8d4,3b316decc16d40d3ae136d295f8f947db242ad82661a4ca3b38d85fdfd75cde1,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__ember__seed_48,ember,48,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_48,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_48/full-result.json,384e99024866083194ab9ce5b24f17797b01365f94f0acb81a59ebe2f392f75e,39cc7cc3d55818dacf81c19a250eeaa45d08ddfe8948a6e9a35fd076db74c3ad,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__ember__seed_49,ember,49,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_49,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_49/full-result.json,1629ed0804651e667755b921b8bb424d2a9d9e3f606b82750553d697d632b125,06d2e5498aeee776c21d5c9341f82d1cd9ea25adc071214d0fad3864015ed14e,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__ember__seed_50,ember,50,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_50,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_50/full-result.json,7ebedafdc1b918bc70acf16ae811bc5d9272babffdb7eb80cc05399e038c1a27,c88a8ecc6a7d7ccc49ce9a343525ea2f229957698930602f133f3f3949c8f4f4,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__ember__seed_51,ember,51,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_51,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/ember/seed_51/full-result.json,268ba5965deca3b3f782b7fc284bf13dd9c36edce48bdee143323e5d040d0e61,78cd82539eee30d37f24862907dfb7f7e12c8f45aec57ee6e37b85ac7b1787e2,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
U00020,ember,42,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_42,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_42/full-result.json,16666bb9654878a6160edcfd1891dd7de83dec7ad917b8810882d44d0740ce03,fa00ad80382581b5e76e55ea21e34fd7b447fffef7fe75172326601813065d08,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00207,ember,43,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_43,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_43/full-result.json,423652ebd5a1119e5fbab37e88b1edfc34f375907896579dd8995e540db13abe,513165bddd6022af7b3f22ab06bbf7680a376cbd019d97e265816e069889041b,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00318,ember,44,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_44,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_44/full-result.json,018672639db6f07999f6f275523688d48eb145a0d65e46341f837a6cf1938388,987446cba5a7ef34abeeeb1d67f54e38ff093b83dc533a469a61a286ab1cf68c,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00282,ember,45,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_45,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_45/full-result.json,fbbd386d0b6b2fc1b9e495b47d2fb9d808267c2a67746f58944257ca435e524f,9f3d28d65a8e27c69df5978362446aa4de85c5c8f70d613adec2b5a504762ea8,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00250,ember,46,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_46,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_46/full-result.json,9ea71a5d33b1e984a0bbbdcfd03b24b428cbbedaa381546ae4ac6fdab257558f,64d9e18be9118bd3765f354a0c80de59af5f04881fd8c599f711af401219c225,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00043,ember,47,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_47,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_47/full-result.json,8f8277db43fbb70d8b03b4bd2b847fbdffffd193a7b50964b30671b472174f48,0afb37f58da034662b9a3bcbcce08655e89276b3f6521c6532f81142b4ec056b,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00171,ember,48,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_48,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_48/full-result.json,9d6fedcfa7c2017da382169dd96b857146522b12cac59a3427f80527dff22acd,4bca432d42525c0d300d222f18397764000c5b74cc0ed629b10868dc5bca9a5d,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00387,ember,49,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_49,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_49/full-result.json,f86fab224069096a88ffa50fc6b9361ea0ea5f2bf408826199d38df702301b2c,37804083f7be96ca0f2854981cbf941976b6f36965f02ed85b6f596a3ba16f1f,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00094,ember,50,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_50,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_50/full-result.json,e93ac1d65fdebbd055d469186c2de75aad8b7179d96501f8ae817aca30487e38,f364e95fade370404376f8c6cb8a7ae779be4e1d783eeffa5b92eb96b6673f3e,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00295,ember,51,full_hybrid,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_51,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_51/full-result.json,9fcc4591fb22758d0622d3a8659c818e8dcad175b2a719b0c6427bab56825077,12578ac529e1cc5a3f184697ac98e38ce76f372f0ec3da21db98f8195f8bdca4,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00271,ember,42,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[0],result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,987e79a5bd13404bb4cac93d4a2d6399465727b57206d096335a4e7cb33cdc01,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00169,ember,43,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[1],result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,946d319331802c1fb775877ec19f8eafcf7e7ee930f939e155104c4c06bddd01,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00124,ember,44,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[2],result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,b1b0e8afd3cd666f8fe60edd9539f3e28e48f6142142abb71207631537687de0,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00377,ember,45,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[3],result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,0e6c8d3ac222c0e8e3c676b40f074239adb26dae97a039737d736682c9cf9269,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00184,ember,46,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[4],result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json,8cdce15bedfb5d2aefabb560c1addd265936d9a80362f6b9875689ffedf6934e,49008d4ecf927aab23f34380a631aa597338d1894dfc35a92dc89876660e31e7,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
